Date,vis score,hom score,VIS Abs,VIS H,VIS 2B,VIS 3B,VIS HR,VIS RBI,VIS SAC HIT,VIS SAC FLY,VIS HBP,VIS WALK,VIS IBB,VIS K,VIS SB,VIS CS,VIS GIDP,VIS INF,VIS LOB,VIS No P,VIS individual earned runs,VIS team earned runs,VIS WP,VIS Balks,VIS Pos,VIS assists,VIS errors,VIS passed balls,VIS double plays,VIS triple plays,HOM Abs,HOM H,HOM 2B,HOM 3B,HOM HR,HOM RBI,HOM SAC HIT,HOM SAC FLY,HOM HBP,HOM WALK,HOM IBB,HOM K,HOM SB,HOM CS,HOM GIDP,HOM INF,HOM LOB,HOM No P,HOM individual earned runs,HOM team earned runs,HOM WP,HOM Balks,HOM Pos,HOM assists,HOM errors,HOM passed balls,HOM double plays,HOM triple plays,HOM 9 Def Pos,home_winner,vis team_ANA,vis team_ARI,vis team_ATL,vis team_BAL,vis team_BOS,vis team_CHA,vis team_CHN,vis team_CIN,vis team_CLE,vis team_COL,vis team_DET,vis team_HOU,vis team_KCA,vis team_LAN,vis team_MIA,vis team_MIL,vis team_MIN,vis team_NYA,vis team_NYN,vis team_OAK,vis team_PHI,vis team_PIT,vis team_SDN,vis team_SEA,vis team_SFN,vis team_SLN,vis team_TBA,vis team_TEX,vis team_TOR,vis team_WAS,hom team_ANA,hom team_ARI,hom team_ATL,hom team_BAL,hom team_BOS,hom team_CHA,hom team_CHN,hom team_CIN,hom team_CLE,hom team_COL,hom team_DET,hom team_HOU,hom team_KCA,hom team_LAN,hom team_MIA,hom team_MIL,hom team_MIN,hom team_NYA,hom team_NYN,hom team_OAK,hom team_PHI,hom team_PIT,hom team_SDN,hom team_SEA,hom team_SFN,hom team_SLN,hom team_TBA,hom team_TEX,hom team_TOR,hom team_WAS,d/n_D,d/n_N
20190320,9,7,31,7,1,0,2,9,1,1,2,6,0,10,2,1,0,0,5,5,6,6,1,0,27,11,1,0,2,0,35,9,3,0,3,7,0,0,0,3,0,8,0,0,2,0,4,7,9,9,2,0,27,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20190321,5,4,43,9,4,0,2,5,0,1,2,5,0,9,1,0,1,0,10,7,3,3,2,0,36,12,1,0,1,0,46,10,1,0,0,3,0,0,0,6,0,10,0,0,1,0,12,8,5,5,0,1,36,8,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20190328,3,5,31,5,0,0,1,3,1,0,0,7,0,11,0,0,0,0,9,3,5,5,1,0,24,6,2,0,0,0,31,6,3,0,2,5,0,0,0,3,0,8,0,1,0,0,5,6,3,3,0,0,27,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20190328,5,12,33,9,4,0,2,5,0,2,0,0,0,10,0,0,1,0,3,2,12,12,0,0,24,7,0,0,0,0,35,12,1,0,8,12,1,0,0,3,0,3,0,0,0,0,3,3,5,5,0,0,27,8,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20190328,6,3,36,9,5,0,1,5,0,0,0,3,0,7,0,0,0,0,6,3,3,3,0,0,27,12,1,0,0,0,32,4,0,0,3,3,0,0,1,1,0,7,0,0,0,0,4,5,5,5,1,0,27,7,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20190328,4,5,32,5,0,0,3,4,0,0,0,2,0,11,0,0,0,0,3,4,5,5,0,0,24,13,0,0,1,0,30,7,0,0,3,5,0,0,0,2,0,5,0,0,1,0,3,3,4,4,0,0,27,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20190328,4,10,30,7,1,0,1,4,0,0,0,6,0,9,1,1,1,0,5,5,10,10,2,0,24,8,2,0,0,0,31,7,0,0,3,10,0,0,0,6,2,9,0,0,0,0,3,4,4,4,0,0,27,13,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
20190328,0,2,30,5,0,0,0,0,0,0,0,1,0,5,0,0,0,0,4,2,2,2,0,0,24,7,0,0,2,0,27,6,1,0,1,2,0,0,0,1,0,9,0,1,2,0,2,5,0,0,0,0,27,10,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20190328,2,0,31,5,0,0,1,2,0,0,0,3,0,12,0,1,0,0,5,4,0,0,0,0,27,5,0,0,1,0,31,5,1,0,0,0,0,0,1,1,0,14,3,0,0,0,6,4,2,2,0,0,27,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
20190328,3,5,31,4,0,0,0,3,0,0,1,4,0,5,0,0,0,0,6,4,4,4,0,0,24,6,3,0,0,0,31,5,1,2,0,4,0,1,1,3,0,7,2,0,0,0,7,6,3,3,0,0,27,10,0,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20190328,0,2,29,2,1,0,0,0,0,0,0,1,0,13,0,0,0,0,3,4,2,2,0,0,24,4,0,0,0,0,28,4,2,0,0,2,0,0,2,1,0,6,0,0,0,0,5,2,0,0,0,0,27,4,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20190328,2,7,34,8,1,0,0,2,0,0,0,1,0,9,0,0,0,0,6,4,7,7,0,0,24,10,0,1,2,0,29,9,1,0,2,6,0,1,1,8,0,8,0,0,2,0,8,4,1,1,0,0,27,9,1,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20190328,0,4,28,3,1,0,0,0,0,0,1,4,0,3,0,0,2,0,6,3,4,4,0,0,24,5,0,0,0,0,30,7,1,1,2,4,0,1,0,1,0,4,1,0,0,0,4,4,0,0,1,0,27,8,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20190328,4,12,38,11,3,0,0,4,0,1,0,1,0,8,2,0,1,0,9,5,11,11,0,0,24,8,2,0,0,0,36,12,2,1,5,11,0,1,2,4,0,9,0,0,0,0,7,4,3,3,0,1,27,7,2,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
20190328,5,1,35,10,3,0,3,5,0,0,0,2,0,8,0,2,0,0,5,3,1,1,0,0,27,9,1,0,0,0,31,4,1,0,1,1,0,0,2,1,0,12,0,0,0,0,6,2,5,5,0,0,27,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20190328,12,4,37,13,3,0,3,11,0,0,1,8,0,7,0,1,2,0,7,5,4,4,0,0,27,8,0,0,0,0,32,6,1,0,2,4,0,0,0,2,0,6,0,1,0,0,3,7,12,12,0,0,27,12,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20190328,2,0,32,4,1,0,1,2,0,0,1,4,0,15,0,1,1,0,5,4,0,0,0,0,30,8,0,0,0,0,32,2,0,0,0,0,0,0,0,1,0,7,0,0,0,0,3,4,2,2,0,0,30,11,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
20190329,5,4,50,10,3,0,1,5,0,0,0,6,2,15,1,0,0,0,12,7,4,4,2,0,39,14,0,0,1,0,45,11,1,0,1,4,2,0,1,12,0,14,1,1,1,0,17,8,3,2,0,0,39,15,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20190329,6,1,38,11,4,0,0,6,0,0,0,4,0,5,1,0,0,0,9,4,1,1,2,0,27,17,0,0,1,0,27,2,0,0,1,1,0,0,1,3,0,9,0,2,0,0,3,5,6,6,1,0,27,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20190329,9,5,40,14,3,0,3,8,1,0,1,7,1,10,0,0,0,0,13,5,5,5,1,0,27,10,0,0,2,0,31,8,1,0,2,5,0,1,1,2,0,8,0,1,2,0,3,6,9,9,1,1,27,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20190329,1,4,33,6,3,0,1,1,0,0,1,3,0,12,0,0,0,0,9,5,4,4,0,0,24,8,0,0,2,0,28,8,2,0,1,4,0,1,1,4,0,9,1,0,0,0,6,5,1,1,0,0,27,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20190329,6,2,35,10,2,0,0,6,0,0,0,4,1,3,0,0,3,0,6,4,2,2,0,0,27,10,0,0,2,0,32,7,1,0,1,2,0,0,0,4,0,5,0,0,2,0,7,6,6,6,1,0,27,10,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20190329,7,6,34,8,1,0,4,6,0,0,1,3,0,8,0,0,2,0,4,5,6,6,0,0,27,8,1,0,0,0,34,8,2,0,3,6,0,2,0,4,0,10,1,0,0,0,7,6,6,6,1,0,27,8,1,1,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
20190329,2,4,31,6,1,0,0,2,0,0,1,4,0,10,1,0,1,0,7,3,1,1,1,0,24,3,2,0,0,0,31,6,0,0,1,4,0,0,0,1,0,13,1,0,0,0,4,5,2,2,0,0,27,12,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20190329,0,6,29,2,1,1,0,0,0,0,0,2,0,9,0,0,0,0,4,4,5,5,0,0,24,7,1,0,0,0,31,7,0,1,0,5,0,0,0,3,0,12,0,0,0,0,4,2,0,0,0,0,27,11,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20190330,5,18,32,7,0,0,4,5,0,0,0,3,0,7,0,0,2,0,3,3,17,17,0,0,24,8,1,1,1,0,41,19,3,0,4,18,1,0,3,6,1,4,0,0,1,0,9,3,5,5,0,0,27,10,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
